"CustomerID","Total_Purchase_Value","Customer_Value"
16393,3040.96,"Premium"
16394,1555.34,"High Value"
16395,1482.06,"High Value"
16398,1705.8,"Premium"
16399,408.02,"Medium Value"
16400,303.93,"Low Value"
16401,4098.32,"Premium"
16402,293.45,"Low Value"
16403,177.5,"Low Value"
16404,443.05,"Medium Value"
16405,167.25,"Low Value"
16406,154.35,"Low Value"
16407,2079.68,"Premium"
16409,2022.98,"Premium"
16411,211.7,"Low Value"
16412,135.99,"Low Value"
16413,262.2,"Low Value"
16414,126.25,"Low Value"
16415,200.27,"Low Value"
16416,1051.4,"High Value"
16418,631.12,"Medium Value"
16419,958.71,"High Value"
16422,34684.4,"Premium"
16423,346.12,"Medium Value"
16424,133.56,"Low Value"
16425,302.7,"Low Value"
16426,1863.76,"Premium"
16427,241.06,"Low Value"
16429,284.55,"Low Value"
16430,300.85,"Low Value"
16431,623.28,"Medium Value"
16432,287.4,"Low Value"
16433,184.26,"Low Value"
16434,1511.8,"High Value"
16438,798.35,"High Value"
16440,3640.67,"Premium"
16441,381.2,"Medium Value"
16442,609.3,"Medium Value"
16444,654.67,"Medium Value"
16445,230.51,"Low Value"
16446,168472.5,"Premium"
16447,255.91,"Low Value"
16448,182.99,"Low Value"
16449,707.69,"High Value"
16450,311.92,"Medium Value"
16451,266.97,"Low Value"
16454,6.9,"Low Value"
16455,1841.18,"Premium"
16456,2158.18,"Premium"
16457,208.36,"Low Value"
16458,3482.74,"Premium"
16460,811.23,"High Value"
16461,142.92,"Low Value"
16462,136,"Low Value"
16463,1422.4,"High Value"
16464,1298.66,"High Value"
16466,1595.96,"High Value"
16468,74.9,"Low Value"
16469,625.42,"Medium Value"
16470,752.77,"High Value"
16471,223.95,"Low Value"
16473,316.11,"Medium Value"
16474,1810.65,"Premium"
16475,544.3,"Medium Value"
16477,2494.46,"Premium"
16478,331,"Medium Value"
16479,300.83,"Low Value"
16480,769.29,"High Value"
16482,220.62,"Low Value"
16483,139.35,"Low Value"
16484,404.3,"Medium Value"
16485,363.65,"Medium Value"
16488,498.8,"Medium Value"
16491,731.5,"High Value"
16493,1351.63,"High Value"
16494,826.53,"High Value"
16495,648.26,"Medium Value"
16496,1599.52,"High Value"
16497,2965.69,"Premium"
16498,100.97,"Low Value"
16499,365.45,"Medium Value"
16500,400.86,"Medium Value"
16503,1431.93,"High Value"
16504,465.88,"Medium Value"
16505,777.6,"High Value"
16506,90.3,"Low Value"
16509,363.7,"Medium Value"
16510,248.1,"Low Value"
16511,918.33,"High Value"
16513,874.59,"High Value"
16515,1624.14,"High Value"
16516,101.7,"Low Value"
16517,162.7,"Low Value"
16518,484.32,"Medium Value"
16519,215.08,"Low Value"
16520,1046.57,"High Value"
16523,9418.47000000001,"Premium"
16525,13027.45,"Premium"
16526,290.36,"Low Value"
16527,228.06,"Low Value"
16528,244.41,"Low Value"
16529,455.25,"Medium Value"
16531,1244.59,"High Value"
16532,6748.8,"Premium"
16533,1082.81,"High Value"
16535,593.75,"Medium Value"
16536,548.12,"Medium Value"
16539,1388.81,"High Value"
16542,119.62,"Low Value"
16545,339.3,"Medium Value"
16546,787.15,"High Value"
16549,4034.9,"Premium"
16550,2298.97,"Premium"
16551,922.12,"High Value"
16552,379.73,"Medium Value"
16553,5719.82,"Premium"
16554,837.1,"High Value"
16555,285.89,"Low Value"
16556,3313.79,"Premium"
16557,281.85,"Low Value"
16558,8338.49000000001,"Premium"
16560,841.41,"High Value"
16561,511.12,"Medium Value"
16563,1077.74,"High Value"
16565,173.7,"Low Value"
16566,614.66,"Medium Value"
16567,865.6,"High Value"
16569,124.2,"Low Value"
16570,3738.4,"Premium"
16571,1421.69,"High Value"
16572,1009.6,"High Value"
16573,663.61,"Medium Value"
16574,451.44,"Medium Value"
16581,105.84,"Low Value"
16582,313.62,"Medium Value"
16583,233.45,"Low Value"
16584,936.08,"High Value"
16586,463.95,"Medium Value"
16587,225.15,"Low Value"
16589,459.24,"Medium Value"
16591,213.5,"Low Value"
16592,4113.68,"Premium"
16593,330.03,"Medium Value"
16594,181.09,"Low Value"
16595,360.16,"Medium Value"
16596,250.15,"Low Value"
16597,90.04,"Low Value"
16598,145.05,"Low Value"
16600,813.52,"High Value"
16601,242.7,"Low Value"
16602,528.08,"Medium Value"
16603,482.47,"Medium Value"
16607,3347.71,"Premium"
16609,5493.46000000001,"Premium"
16610,75.66,"Low Value"
16611,129.49,"Low Value"
16612,1187.66,"High Value"
16613,618.59,"Medium Value"
16614,506.19,"Medium Value"
16616,500.42,"Medium Value"
16617,151.85,"Low Value"
16618,2647.59,"Premium"
16619,226.21,"Low Value"
16620,178.96,"Low Value"
16621,813.48,"High Value"
16623,129.45,"Low Value"
16624,810.57,"High Value"
16625,333.08,"Medium Value"
16626,4413.1,"Premium"
16627,322.8,"Medium Value"
16628,2188.05,"Premium"
16629,408.63,"Medium Value"
16633,2883.1,"Premium"
16634,217.9,"Low Value"
16637,1154.47,"High Value"
16638,1680.72,"Premium"
16639,1257.51,"High Value"
16641,231.1,"Low Value"
16642,688.33,"High Value"
16643,487.51,"Medium Value"
16644,833.78,"High Value"
16647,214.06,"Low Value"
16648,290.66,"Low Value"
16650,518.42,"Medium Value"
16652,6773.97,"Premium"
16653,1212.66,"High Value"
16654,601.27,"Medium Value"
16655,3789.52,"Premium"
16656,8625.8,"Premium"
16657,874.43,"High Value"
16658,123.24,"Low Value"
16659,39.12,"Low Value"
16660,1267.65,"High Value"
16665,135.4,"Low Value"
16666,118.98,"Low Value"
16667,567.18,"Medium Value"
16668,306.72,"Medium Value"
16669,1348.88,"High Value"
16670,4095.9,"Premium"
16671,1692.27,"Premium"
16672,8134.94,"Premium"
16674,304.24,"Low Value"
16676,1592.12,"High Value"
16678,3109.99,"Premium"
16679,129.75,"Low Value"
16680,183.7,"Low Value"
16681,1770.34,"Premium"
16682,1028,"High Value"
16684,66653.56,"Premium"
16685,324.24,"Medium Value"
16686,2959.88,"Premium"
16688,1260.86,"High Value"
16689,422.6,"Medium Value"
16690,225.58,"Low Value"
16692,1276,"High Value"
16693,477.86,"Medium Value"
16696,657.9,"Medium Value"
16697,112.75,"Low Value"
16698,1998,"Premium"
16700,5076.55,"Premium"
16701,5398.3,"Premium"
16705,14034.99,"Premium"
16706,531.35,"Medium Value"
16708,656.63,"Medium Value"
16709,3029.87,"Premium"
16710,2467.99,"Premium"
16711,1651.03,"High Value"
16712,3611.31,"Premium"
16713,6910.78000000001,"Premium"
16714,1129.06,"High Value"
16715,301.72,"Low Value"
16716,901.2,"High Value"
16717,3843.08,"Premium"
16718,606.05,"Medium Value"
16719,1770.22,"Premium"
16720,152.95,"Low Value"
16721,292.47,"Low Value"
16722,4730.81,"Premium"
16723,576.4,"Medium Value"
16725,758.27,"High Value"
16726,1358.74,"High Value"
16727,256.32,"Low Value"
16728,1048.28,"High Value"
16729,7205.32999999999,"Premium"
16730,743.11,"High Value"
16732,603.75,"Medium Value"
16734,646.76,"Medium Value"
16735,2247.41,"Premium"
16737,417.6,"Medium Value"
16738,3.75,"Low Value"
16739,323,"Medium Value"
16742,464.9,"Medium Value"
16743,2213.13,"Premium"
16744,1291.91,"High Value"
16745,7180.7,"Premium"
16746,6680.11000000001,"Premium"
16747,836.06,"High Value"
16748,1515.9,"High Value"
16750,623.93,"Medium Value"
16751,1764.72,"Premium"
16752,207.5,"Low Value"
16753,223.92,"Low Value"
16754,2002.4,"Premium"
16755,1475.43,"High Value"
16756,239.4,"Low Value"
16757,106.83,"Low Value"
16758,369.34,"Medium Value"
16759,789.79,"High Value"
16761,316.62,"Medium Value"
16762,1207.24,"High Value"
16763,611.85,"Medium Value"
16764,2790.95,"Premium"
16765,34,"Low Value"
16766,1145.6,"High Value"
16767,5575.56,"Premium"
16768,478.09,"Medium Value"
16769,361.54,"Medium Value"
16770,757.100000000001,"High Value"
16771,2242.61,"Premium"
16773,171.59,"Low Value"
16774,661.52,"Medium Value"
16775,1691.51,"Premium"
16776,371.54,"Medium Value"
16777,222.62,"Low Value"
16778,245.94,"Low Value"
16779,10611.72,"Premium"
16780,422.24,"Medium Value"
16781,311.25,"Medium Value"
16782,2267.95,"Premium"
16784,107.6,"Low Value"
16788,594.39,"Medium Value"
16789,80.8,"Low Value"
16790,1545.62,"High Value"
16791,1705.78,"Premium"
16792,110.38,"Low Value"
16793,243.84,"Low Value"
16794,1196.5,"High Value"
16795,414.88,"Medium Value"
16796,305.62,"Low Value"
16800,1162.65,"High Value"
16801,1594.23,"High Value"
16803,332.3,"Medium Value"
16804,536.99,"Medium Value"
16805,460.59,"Medium Value"
16806,762.16,"High Value"
16807,1121.59,"High Value"
16808,288.42,"Low Value"
16809,914.69,"High Value"
16810,309.54,"Medium Value"
16811,547.07,"Medium Value"
16812,479.35,"Medium Value"
16813,1652.18,"High Value"
16814,6416.7,"Premium"
16816,417.06,"Medium Value"
16817,1604.75,"High Value"
16818,3349.57,"Premium"
16820,497.61,"Medium Value"
16823,358.38,"Medium Value"
16824,460.64,"Medium Value"
16825,775.18,"High Value"
16826,341.7,"Medium Value"
16828,128.5,"Low Value"
16829,197.22,"Low Value"
16830,325.91,"Medium Value"
16832,199.15,"Low Value"
16833,1106.53,"High Value"
16834,413.46,"Medium Value"
16835,180.85,"Low Value"
16836,251.87,"Low Value"
16837,3170.98,"Premium"
16838,588.85,"Medium Value"
16839,16594.35,"Premium"
16841,1869.82,"Premium"
16842,1264.19,"High Value"
16843,10196.57,"Premium"
16846,214.32,"Low Value"
16847,193.44,"Low Value"
16848,281.42,"Low Value"
16849,124.57,"Low Value"
16850,332.41,"Medium Value"
16851,342.45,"Medium Value"
16852,144.91,"Low Value"
16855,328.4,"Medium Value"
16856,35.4,"Low Value"
16858,375.69,"Medium Value"
16859,747.81,"High Value"
16861,173.76,"Low Value"
16863,502.8,"Medium Value"
16866,207.74,"Low Value"
16869,817.12,"High Value"
16871,2812.34,"Premium"
16872,680.02,"High Value"
16873,7123.62,"Premium"
16875,2095.53,"Premium"
16877,846.62,"High Value"
16878,13.3,"Low Value"
16880,1491.43,"High Value"
16881,432,"Medium Value"
16882,705.12,"High Value"
16883,272.48,"Low Value"
16884,429.84,"Medium Value"
16885,450.41,"Medium Value"
16887,192.33,"Low Value"
16889,1578.67,"High Value"
16891,742.43,"High Value"
16892,518.19,"Medium Value"
16893,145.93,"Low Value"
16895,202.27,"Low Value"
16897,289.78,"Low Value"
16898,501.03,"Medium Value"
16899,1271.06,"High Value"
16900,887.11,"High Value"
16902,1706.88,"Premium"
16903,363.2,"Medium Value"
16904,3653.75,"Premium"
16905,3037.6,"Premium"
16906,559.59,"Medium Value"
16907,928.76,"High Value"
16909,379.14,"Medium Value"
16910,1508.96,"High Value"
16912,2555.58,"Premium"
16913,113.44,"Low Value"
16914,183.76,"Low Value"
16915,621.68,"Medium Value"
16916,562.41,"Medium Value"
16917,391.52,"Medium Value"
16918,1068.82,"High Value"
16919,2592.25,"Premium"
16921,154.18,"Low Value"
16923,7069.07999999999,"Premium"
16924,829.89,"High Value"
16926,230.25,"Low Value"
16927,543.05,"Medium Value"
16928,2814.7,"Premium"
16929,1295.39,"High Value"
16930,378.89,"Medium Value"
16931,4554.86999999999,"Premium"
16932,150.23,"Low Value"
16933,563.23,"Medium Value"
16934,931.03,"High Value"
16936,261.9,"Low Value"
16938,2711.68,"Premium"
16940,3049.88,"Premium"
16942,1904.99,"Premium"
16943,816.73,"High Value"
16945,4345.50000000001,"Premium"
16947,406.48,"Medium Value"
16948,435.02,"Medium Value"
16949,1286.27,"High Value"
16950,1178.56,"High Value"
16951,1277.75,"High Value"
16952,167.61,"Low Value"
16953,20.8,"Low Value"
16954,2085.08,"Premium"
16955,518.67,"Medium Value"
16956,308.74,"Medium Value"
16957,416.64,"Medium Value"
16959,117.35,"Low Value"
16960,507.05,"Medium Value"
16961,234.17,"Low Value"
16963,110.55,"Low Value"
16965,201.19,"Low Value"
16966,2154.97,"Premium"
16967,319.02,"Medium Value"
16968,439.43,"Medium Value"
16969,650.41,"Medium Value"
16971,357.21,"Medium Value"
16976,251.52,"Low Value"
16978,344.33,"Medium Value"
16979,1852,"Premium"
16980,1028.46,"High Value"
16982,384.06,"Medium Value"
16983,1905.87,"Premium"
16984,4459.52,"Premium"
16985,5464.12,"Premium"
16986,1873.2,"Premium"
16987,1616.8,"High Value"
16988,126.12,"Low Value"
16989,1133.25,"High Value"
16990,179,"Low Value"
16992,1614.31,"High Value"
16996,1456.96,"High Value"
16997,702,"High Value"
16998,295,"Low Value"
16999,484.82,"Medium Value"
17001,3989.57,"Premium"
17002,1493.73,"High Value"
17004,1312.14,"High Value"
17006,781.78,"High Value"
17007,889.93,"High Value"
17010,195.36,"Low Value"
17011,270.9,"Low Value"
17014,583.43,"Medium Value"
17015,1838.61,"Premium"
17017,8694.26,"Premium"
17018,920.1,"High Value"
17019,1258.08,"High Value"
17022,71,"Low Value"
17024,95.85,"Low Value"
17025,357.77,"Medium Value"
17026,154.83,"Low Value"
17027,877.56,"High Value"
17029,716,"High Value"
17030,146.87,"Low Value"
17031,380.35,"Medium Value"
17033,1030.14,"High Value"
17034,745.52,"High Value"
17035,433.53,"Medium Value"
17037,1267.32,"High Value"
17038,112.4,"Low Value"
17040,449.73,"Medium Value"
17041,1071.49,"High Value"
17042,1036.58,"High Value"
17043,1735.18,"Premium"
17044,948.48,"High Value"
17045,339.44,"Medium Value"
17046,642.02,"Medium Value"
17047,1100.9,"High Value"
17048,925.35,"High Value"
17049,5655.03000000001,"Premium"
17050,3185.64,"Premium"
17051,240.89,"Low Value"
17052,399.09,"Medium Value"
17053,498.48,"Medium Value"
17054,1356.33,"High Value"
17058,1179.89,"High Value"
17059,3080.39,"Premium"
17060,234.24,"Low Value"
17061,5232.23,"Premium"
17062,533.33,"Medium Value"
17063,1461.14,"High Value"
17064,855.45,"High Value"
17068,4552.14,"Premium"
17069,2709.7,"Premium"
17070,304.24,"Low Value"
17071,2429.03,"Premium"
17073,1446.09,"High Value"
17075,834.12,"High Value"
17076,841.08,"High Value"
17078,378.2,"Medium Value"
17079,118.8,"Low Value"
17080,287.62,"Low Value"
17081,288.91,"Low Value"
17082,2003.85,"Premium"
17083,1405.78,"High Value"
17084,2747.99,"Premium"
17085,1562.4,"High Value"
17086,2050.08,"Premium"
17088,1991.01,"Premium"
17090,1974.65,"Premium"
17091,3827.76,"Premium"
17092,1774.03,"Premium"
17094,302,"Low Value"
17095,1324.16,"High Value"
17096,1022.13,"High Value"
17097,954.42,"High Value"
17100,971.74,"High Value"
17101,1621.73,"High Value"
17102,25.5,"Low Value"
17105,665.78,"Medium Value"
17107,10797.48,"Premium"
17109,881.29,"High Value"
17110,163.3,"Low Value"
17111,231.61,"Low Value"
17114,801.12,"High Value"
17115,837.5,"High Value"
17117,116.2,"Low Value"
17118,157.02,"Low Value"
17119,606.91,"Medium Value"
17120,307.46,"Medium Value"
17122,138.32,"Low Value"
17123,345.3,"Medium Value"
17124,294.24,"Low Value"
17125,230.5,"Low Value"
17126,989.45,"High Value"
17128,157.09,"Low Value"
17131,2463.17,"Premium"
17133,4892.24,"Premium"
17134,413.2,"Medium Value"
17135,1139.73,"High Value"
17138,380.5,"Medium Value"
17139,10650.77,"Premium"
17140,454.12,"Medium Value"
17142,579,"Medium Value"
17144,984.57,"High Value"
17146,749.78,"High Value"
17147,1714.59,"Premium"
17148,124.88,"Low Value"
17152,1689.5,"Premium"
17153,213.78,"Low Value"
17154,329.34,"Medium Value"
17155,251.7,"Low Value"
17157,319,"Medium Value"
17158,1266.97,"High Value"
17159,1538.88,"High Value"
17160,3518.03,"Premium"
17162,1715.46,"Premium"
17163,293.1,"Low Value"
17164,2467.35,"Premium"
17165,158.68,"Low Value"
17166,206.34,"Low Value"
17169,835.78,"High Value"
17171,224.91,"Low Value"
17172,317.76,"Medium Value"
17173,3766.6,"Premium"
17174,59.9,"Low Value"
17175,1443.69,"High Value"
17176,306.13,"Low Value"
17179,711.79,"High Value"
17180,783.97,"High Value"
17181,239.92,"Low Value"
17183,3347.31,"Premium"
17186,144,"Low Value"
17187,203.95,"Low Value"
17188,2474.23,"Premium"
17189,383.75,"Medium Value"
17190,444.74,"Medium Value"
17191,2093.68,"Premium"
17193,1699.3,"Premium"
17194,262.62,"Low Value"
17197,1013.01,"High Value"
17198,692.22,"High Value"
17201,289.78,"Low Value"
17203,3560.08,"Premium"
17204,1564.56,"High Value"
17205,384.08,"Medium Value"
17206,204.24,"Low Value"
17211,2317.22,"Premium"
17212,226.85,"Low Value"
17213,2781.23,"Premium"
17214,1059.12,"High Value"
17217,113.5,"Low Value"
17218,1951.97,"Premium"
17219,114.23,"Low Value"
17220,3187.55,"Premium"
17221,334.48,"Medium Value"
17222,328.65,"Medium Value"
17223,416.89,"Medium Value"
17226,393.49,"Medium Value"
17227,939.32,"High Value"
17228,1906.09,"Premium"
17229,318.76,"Medium Value"
17230,3638.41,"Premium"
17231,3124.72,"Premium"
17232,417.77,"Medium Value"
17233,190.88,"Low Value"
17234,149.89,"Low Value"
17235,550.06,"Medium Value"
17236,916.13,"High Value"
17237,314.69,"Medium Value"
17238,3719.1,"Premium"
17239,382.5,"Medium Value"
17242,1135.04,"High Value"
17243,8540.05,"Premium"
17244,954.9,"High Value"
17245,171.45,"Low Value"
17247,280.09,"Low Value"
17248,318.65,"Medium Value"
17250,381.97,"Medium Value"
17251,269.83,"Low Value"
17252,348.91,"Medium Value"
17253,178.26,"Low Value"
17254,271.19,"Low Value"
17255,291.48,"Low Value"
17256,240,"Low Value"
17259,581.23,"Medium Value"
17262,1253.36,"High Value"
17263,63.44,"Low Value"
17265,550.01,"Medium Value"
17266,296.58,"Low Value"
17267,317.2,"Medium Value"
17268,763.64,"High Value"
17272,2148.63,"Premium"
17274,107.82,"Low Value"
17277,1065.35,"High Value"
17278,246.04,"Low Value"
17279,187.83,"Low Value"
17282,1685.46,"Premium"
17284,1647.48,"High Value"
17286,151.37,"Low Value"
17287,1049.06,"High Value"
17288,1417.63,"High Value"
17289,931.02,"High Value"
17290,513.01,"Medium Value"
17291,550.8,"Medium Value"
17293,1854.06,"Premium"
17295,547,"Medium Value"
17297,128.18,"Low Value"
17298,498.42,"Medium Value"
17299,656.61,"Medium Value"
17301,163.24,"Low Value"
17302,1135.63,"High Value"
17303,250.04,"Low Value"
17306,8631.31,"Premium"
17309,82.75,"Low Value"
17311,1384.85,"High Value"
17312,644.3,"Medium Value"
17313,2328.84,"Premium"
17314,2527.92,"Premium"
17315,6281.23,"Premium"
17317,2600.34,"Premium"
17320,1200.62,"High Value"
17321,657.16,"Medium Value"
17323,906.52,"High Value"
17324,986.48,"High Value"
17325,96.8,"Low Value"
17329,523.11,"Medium Value"
17330,363.9,"Medium Value"
17331,175.2,"Low Value"
17333,494.25,"Medium Value"
17334,307.02,"Medium Value"
17337,1981.06,"Premium"
17338,6493.54,"Premium"
17339,243.36,"Low Value"
17340,12353.29,"Premium"
17341,682.29,"High Value"
17343,193.64,"Low Value"
17344,157.62,"Low Value"
17345,519.69,"Medium Value"
17346,2622.88,"Premium"
17347,228.96,"Low Value"
17348,1156.6,"High Value"
17349,98.25,"Low Value"
17350,1281.32,"High Value"
17351,587.15,"Medium Value"
17353,1740,"Premium"
17354,1393.06,"High Value"
17356,178.22,"Low Value"
17357,384.39,"Medium Value"
17358,360.81,"Medium Value"
17359,127.86,"Low Value"
17360,568.24,"Medium Value"
17361,488.2,"Medium Value"
17362,312.23,"Medium Value"
17364,4462.68,"Premium"
17365,4767.36,"Premium"
17367,167.55,"Low Value"
17368,1878.87,"Premium"
17370,446.18,"Medium Value"
17371,418.4,"Medium Value"
17372,1337.18,"High Value"
17373,646.92,"Medium Value"
17374,495.77,"Medium Value"
17375,400.1,"Medium Value"
17376,203.2,"Low Value"
17377,4058.32,"Premium"
17379,389.72,"Medium Value"
17381,20275.61,"Premium"
17382,65.4,"Low Value"
17383,193.39,"Low Value"
17384,336.4,"Medium Value"
17385,256.11,"Low Value"
17386,2686.42,"Premium"
17387,746.81,"High Value"
17388,1259.56,"High Value"
17389,31833.68,"Premium"
17391,508.8,"Medium Value"
17392,417.27,"Medium Value"
17394,203.87,"Low Value"
17396,7330.8,"Premium"
17397,681.41,"High Value"
17398,653.38,"Medium Value"
17400,2097.84,"Premium"
17402,2633.85,"Premium"
17403,263.92,"Low Value"
17404,31906.82,"Premium"
17405,1031.41,"High Value"
17406,2184.42,"Premium"
17408,32.65,"Low Value"
17409,771.85,"High Value"
17410,1214.72,"High Value"
17411,778.94,"High Value"
17412,1258.06,"High Value"
17414,778,"High Value"
17415,507.84,"Medium Value"
17416,6893.42,"Premium"
17418,463.46,"Medium Value"
17419,4226.57,"Premium"
17420,598.83,"Medium Value"
17422,1979.37,"Premium"
17423,698.41,"High Value"
17425,759.17,"High Value"
17426,5037.26,"Premium"
17427,100.8,"Low Value"
17428,17256.85,"Premium"
17429,524.92,"Medium Value"
17430,265.76,"Low Value"
17431,403.3,"Medium Value"
17432,365.76,"Medium Value"
17433,303.16,"Low Value"
17434,2373.82,"Premium"
17436,216.3,"Low Value"
17438,388.45,"Medium Value"
17440,186.42,"Low Value"
17442,2248.56,"Premium"
17443,534.24,"Medium Value"
17444,2940.04,"Premium"
17446,120.9,"Low Value"
17447,541.53,"Medium Value"
17449,2519.21,"Premium"
17450,194390.79,"Premium"
17451,1721.4,"Premium"
17453,486.72,"Medium Value"
17454,517.53,"Medium Value"
17455,131.7,"Low Value"
17456,249.86,"Low Value"
17457,1737.7,"Premium"
17458,316.5,"Medium Value"
17459,657.3,"Medium Value"
17460,622.43,"Medium Value"
17461,735.82,"High Value"
17462,675.69,"High Value"
17463,1875.86,"Premium"
17464,289.96,"Low Value"
17466,763.28,"High Value"
17468,137,"Low Value"
17469,1870.97,"Premium"
17470,1125.07,"High Value"
17472,697.54,"High Value"
17475,194.37,"Low Value"
17480,511.82,"Medium Value"
17481,1255.59,"High Value"
17483,414.04,"Medium Value"
17486,396.87,"Medium Value"
17489,376.64,"Medium Value"
17490,2092.32,"Premium"
17491,3558.87,"Premium"
17492,374.57,"Medium Value"
17495,497.56,"Medium Value"
17496,271.05,"Low Value"
17498,272.22,"Low Value"
17499,622.88,"Medium Value"
17500,1138,"High Value"
17501,288.6,"Low Value"
17502,689.1,"High Value"
17503,558.96,"Medium Value"
17504,2997.03,"Premium"
17505,1145.84,"High Value"
17506,302.2,"Low Value"
17507,605.58,"Medium Value"
17508,387.31,"Medium Value"
17509,6083.64,"Premium"
17510,308.48,"Medium Value"
17511,91062.38,"Premium"
17512,2924.99,"Premium"
17513,513.2,"Medium Value"
17514,208.65,"Low Value"
17515,639.02,"Medium Value"
17516,764.88,"High Value"
17517,153.94,"Low Value"
17519,1844.02,"Premium"
17520,546.81,"Medium Value"
17521,723.21,"High Value"
17522,1070.71,"High Value"
17523,652.74,"Medium Value"
17524,145,"Low Value"
17525,422.7,"Medium Value"
17526,1195.9,"High Value"
17527,939.37,"High Value"
17528,3628.5,"Premium"
17530,2367.12,"Premium"
17531,296.7,"Low Value"
17534,223.36,"Low Value"
17535,164.4,"Low Value"
17536,76.5,"Low Value"
17537,887.67,"High Value"
17538,98.42,"Low Value"
17540,578.9,"Medium Value"
17542,170.75,"Low Value"
17545,642.32,"Medium Value"
17548,103.3,"Low Value"
17549,148.86,"Low Value"
17550,267.16,"Low Value"
17551,290.34,"Low Value"
17552,930.41,"High Value"
17553,1487.6,"High Value"
17554,1952.45,"Premium"
17555,480.31,"Medium Value"
17556,157.9,"Low Value"
17557,541.46,"Medium Value"
17560,854.95,"High Value"
17561,165.12,"Low Value"
17562,1122.38,"High Value"
17564,454.01,"Medium Value"
17566,869.77,"High Value"
17567,4331.48,"Premium"
17569,344.14,"Medium Value"
17571,1425.67,"High Value"
17572,226.75,"Low Value"
17573,380.6,"Medium Value"
17574,185.65,"Low Value"
17576,3564.83,"Premium"
17578,143.46,"Low Value"
17579,448.9,"Medium Value"
17580,215.72,"Low Value"
17581,11025.24,"Premium"
17582,175.27,"Low Value"
17584,1242.3,"High Value"
17585,1116.68,"High Value"
17588,1240.2,"High Value"
17589,2404.17,"Premium"
17590,1468.02,"High Value"
17591,2203.67,"Premium"
17593,3923.86,"Premium"
17594,993.18,"High Value"
17595,386.69,"Medium Value"
17596,2806.69,"Premium"
17597,2044.37,"Premium"
17600,161.67,"Low Value"
17601,116.01,"Low Value"
17602,5054.42,"Premium"
17603,394.72,"Medium Value"
17604,309.36,"Medium Value"
17608,191.99,"Low Value"
17609,1105.78,"High Value"
17611,3961.12,"Premium"
17612,2048.45,"Premium"
17613,4544.55,"Premium"
17614,386.32,"Medium Value"
17615,329.6,"Medium Value"
17616,571.2,"Medium Value"
17618,930.28,"High Value"
17619,214.37,"Low Value"
17620,81.44,"Low Value"
17621,1379.9,"High Value"
17623,527.05,"Medium Value"
17624,843.48,"High Value"
17625,2020.4,"Premium"
17628,75.75,"Low Value"
17629,1814.12,"Premium"
17630,503.6,"Medium Value"
17631,528.33,"Medium Value"
17633,1324.84,"High Value"
17634,2358.59,"Premium"
17636,285.56,"Low Value"
17637,547.06,"Medium Value"
17639,108.5,"Low Value"
17640,621.66,"Medium Value"
17642,712.29,"High Value"
17643,101.55,"Low Value"
17644,2895.64,"Premium"
17646,1008.39,"High Value"
17647,133.06,"Low Value"
17648,1797.5,"Premium"
17649,868.49,"High Value"
17650,166.08,"Low Value"
17651,3945,"Premium"
17652,4867.72,"Premium"
17653,1207.56,"High Value"
17654,117.55,"Low Value"
17655,2638.94,"Premium"
17656,1674.69,"Premium"
17658,595.42,"Medium Value"
17659,2999.46,"Premium"
17660,178.75,"Low Value"
17663,1802.91,"Premium"
17664,604.64,"Medium Value"
17666,728.16,"High Value"
17667,2055.51,"Premium"
17668,347.75,"Medium Value"
17669,3406.72,"Premium"
17670,205.7,"Low Value"
17671,1572.71,"High Value"
17672,3178.17,"Premium"
17673,1594.97,"High Value"
17674,551.04,"Medium Value"
17675,20374.28,"Premium"
17676,1371.18,"High Value"
17677,16345.38,"Premium"
17678,298.11,"Low Value"
17679,1992.11,"Premium"
17680,184.4,"Low Value"
17682,2474.33,"Premium"
17684,239.41,"Low Value"
17685,3155.83,"Premium"
17686,5739.46000000001,"Premium"
17690,4726.8,"Premium"
17691,290.4,"Low Value"
17692,740.94,"High Value"
17693,200.47,"Low Value"
17694,283.12,"Low Value"
17695,765.34,"High Value"
17696,2285.71,"Premium"
17697,338.95,"Medium Value"
17698,154.95,"Low Value"
17700,2534.64,"Premium"
17701,417.95,"Medium Value"
17702,1824.37,"Premium"
17703,798.74,"High Value"
17704,885.19,"High Value"
17705,1823.52,"Premium"
17706,10504.49,"Premium"
17707,152.4,"Low Value"
17708,263.33,"Low Value"
17709,137.45,"Low Value"
17711,385.1,"Medium Value"
17712,522.91,"Medium Value"
17714,153,"Low Value"
17715,326.4,"Medium Value"
17716,5655.99,"Premium"
17718,139.35,"Low Value"
17719,5396.04,"Premium"
17720,1195.94,"High Value"
17722,2424.04,"Premium"
17723,3276.4,"Premium"
17724,1033,"High Value"
17725,3439.08,"Premium"
17727,1060.25,"High Value"
17728,2876.01,"Premium"
17730,5298.48,"Premium"
17731,1240.11,"High Value"
17732,303.97,"Low Value"
17733,692.19,"High Value"
17734,700.63,"High Value"
17735,13110.02,"Premium"
17736,377.44,"Medium Value"
17737,168.24,"Low Value"
17738,1879.05,"Premium"
17739,2791.35,"Premium"
17742,355.11,"Medium Value"
17744,2322.4,"Premium"
17746,110.25,"Low Value"
17747,71.4,"Low Value"
17749,674.52,"High Value"
17750,1710.45,"Premium"
17752,80.64,"Low Value"
17754,1664.65,"Premium"
17757,5593.38999999999,"Premium"
17758,3408.2,"Premium"
